"","animal_id","animal_name","animal_type","primary_color","secondary_color","sex","dob","intake_date","intake_condition","intake_type","intake_subtype","reason_for_intake","outcome_date","crossing","jurisdiction","outcome_type","outcome_subtype","latitude","longitude","outcome_is_dead","was_outcome_alive","geopoint","color","intake"
"3027","A728806",NA,"cat","black","white","Unknown",2018-09-19,2024-09-19,"ill severe","stray","field",NA,2024-09-19,"3400 BLK JANICE ST","Long Beach","euthanasia","ill severe",33.8669372,-118.1536165,TRUE,FALSE,"33.8669372, -118.1536165","black","severe"
"3028","A591723","mary lou","cat","black",NA,"Spayed",2017-04-26,2017-06-11,"normal","stray","field",NA,2017-08-06,"3800 E ANAHEIM ST, LONG BEACH, CA 90804","Long Beach","adoption","walkin",33.782348,-118.1478799,FALSE,TRUE,"33.782348, -118.1478799","black","normal"
"3029","A650554",NA,"cat","orange tabby",NA,"Male",2020-08-27,2020-10-27,"ill moderatete","stray","field",NA,2020-10-28,"3800 E ANAHEIM ST, LONG BEACH, CA 90804","Long Beach","died","in kennel",33.782348,-118.1478799,TRUE,FALSE,"33.782348, -118.1478799","orange","moderate"
"3030","A588557","*lovey","cat","black",NA,"Spayed",2014-04-13,2017-04-13,"normal","stray","otc",NA,2017-05-02,"3800 RANDOR AVE, LONG BEACH, CA 90808","Long Beach","shelter, neuter, return","straycatal",33.8277072,-118.1181705,FALSE,TRUE,"33.8277072, -118.1181705","black","normal"
"3031","A682130",NA,"cat","gray tabby",NA,"Female",NA,2022-08-17,"ill moderatete","stray","otc",NA,2022-08-17,"3400 BLK LINDEN AVE, LONG BEACH, CA 90807","Long Beach","euthanasia","ill severe",33.818905,-118.186454,TRUE,FALSE,"33.818905, -118.186454","grey","moderate"
"3032","A699597","*mc3","cat","unknown",NA,"Neutered",NA,2023-05-30,"normal","trap, neuter, return",NA,NA,2023-05-31,"3841 CHERRY AVE","Long Beach","community cat",NA,33.8279063,-118.1679685,FALSE,TRUE,"33.8279063, -118.1679685","unknown","normal"
"3033","A606671",NA,"cat","gray",NA,"Female",2014-04-25,2018-04-25,"normal","stray","otc",NA,2018-04-27,"3900 BLK ALBURY AVE, LONG BEACH, CA 90808","Long Beach","died","in kennel",33.8296449,-118.117044,TRUE,FALSE,"33.8296449, -118.117044","grey","normal"
"3034","A677388","*utah","cat","black","white","Male",2022-05-11,2022-06-11,"normal","stray","otc",NA,2022-08-03,"3400 BLK ORANGE AVE, LONG BEACH, CA 90807","Long Beach","transfer","spcala",33.8191222,-118.1758938,FALSE,TRUE,"33.8191222, -118.1758938","black","normal"
"3035","A677382","*mystic","cat","black",NA,"Female",2022-05-11,2022-06-11,"normal","stray","otc",NA,2022-07-28,"3400 BLK ORANGE AVE, LONG BEACH, CA 90807","Long Beach","adoption",NA,33.8191222,-118.1758938,FALSE,TRUE,"33.8191222, -118.1758938","black","normal"
"3036","A677384","*nemo","cat","black","white","Male",2022-05-11,2022-06-11,"normal","stray","otc",NA,2022-07-24,"3400 BLK ORANGE AVE, LONG BEACH, CA 90807","Long Beach","adoption",NA,33.8191222,-118.1758938,FALSE,TRUE,"33.8191222, -118.1758938","black","normal"
"3037","A608935","*abe","cat","black",NA,"Neutered",2015-06-01,2018-06-01,"fractious","stray","trap",NA,2018-07-05,"3900 BLK CHERRY AVE, LONG BEACH, CA 90807","Long Beach","shelter, neuter, return","straycatal",33.8288822,-118.1675194,FALSE,TRUE,"33.8288822, -118.1675194","black","feral_fractious"
"3038","A677381","*tom","cat","black","white","Male",2022-05-11,2022-06-11,"normal","stray","otc",NA,2022-08-03,"3400 BLK ORANGE AVE, LONG BEACH, CA 90807","Long Beach","transfer","spcala",33.8191222,-118.1758938,FALSE,TRUE,"33.8191222, -118.1758938","black","normal"
"3039","A617364","*david robert","cat","black",NA,"Neutered",2018-07-08,2018-11-08,"fractious","stray","field",NA,2018-12-22,"3900 BLK CHERRY AVE, LONG BEACH, CA 90807","Long Beach","adoption","spcala",33.8288822,-118.1675194,FALSE,TRUE,"33.8288822, -118.1675194","black","feral_fractious"
"3040","A677383","steve","cat","black","white","Neutered",2022-05-11,2022-06-11,"normal","stray","otc",NA,2022-07-23,"3400 BLK ORANGE AVE, LONG BEACH, CA 90807","Long Beach","adoption","web",33.8191222,-118.1758938,FALSE,TRUE,"33.8191222, -118.1758938","black","normal"
"3041","A612912",NA,"cat","black","white","Unknown",2018-04-16,2018-08-16,"fractious","stray","otc",NA,2018-08-19,"3900 BLK CHERRY AVE, LONG BEACH, CA 90807","Long Beach","transfer","spcala",33.8288822,-118.1675194,FALSE,TRUE,"33.8288822, -118.1675194","black","feral_fractious"
"3042","A683827","*nori","cat","black",NA,"Spayed",2022-08-13,2022-10-14,"ill mild","return","adoption","ill",2022-11-12,"3900 BLK KNOXVILLE AVE, LONG BEACH, CA 90808","Long Beach","adoption",NA,33.8282633,-118.104098,FALSE,TRUE,"33.8282633, -118.104098","black","mild"
"3043","A650169","a650169","cat","black","white","Neutered",2018-10-16,2020-10-16,"fractious","stray","trap",NA,2020-10-20,"3400 BLK STEVELY AVE, LONG BEACH CA 90808","Long Beach","shelter, neuter, return","straycatal",33.818875,-118.0927246,FALSE,TRUE,"33.818875, -118.0927246","black","feral_fractious"
"3044","A670200","jake","cat","gray",NA,"Male",2017-06-01,2022-05-12,"normal","owner surrender","otc",NA,2022-05-12,"3900 BLK LIME AVE, LONG BEACH, CA 90807","Long Beach","transfer","spcala",33.8289512,-118.183876,FALSE,TRUE,"33.8289512, -118.183876","grey","normal"
"3045","A731279","*boo","cat","brown  tabby",NA,"Spayed",2017-10-26,2024-10-26,"normal","stray","otc",NA,2024-10-28,"3900 BLK MARION AVE LOS ALAMITOS CA 90720","Los Alamitos","community cat","friendly",33.8124122,-118.0649672,FALSE,TRUE,"33.8124122, -118.0649672","other","normal"
"3046","A714412",NA,"cat","tortie dilute",NA,"Female",2009-02-03,2024-02-03,"ill severe","stray","otc",NA,2024-02-03,"3400 BLOCK E 64TH ST, LONG BEACH","Long Beach","euthanasia","ill severe",33.8708633,-118.1534794,TRUE,FALSE,"33.8708633, -118.1534794","multi","severe"
"3047","A683271","*julien","cat","white","black","Male",2022-07-21,2022-09-07,"ill mild","stray","otc",NA,2022-10-07,"3900 BLK N STUDEBAKER RD, LONG BEACH, CA 90808","Long Beach","rescue","littlelion",33.8275943,-118.0990285,FALSE,TRUE,"33.8275943, -118.0990285","white","mild"
"3048","A734709","*winter","cat","white","brown","Female",2023-12-26,2024-12-26,"ill mild","stray","otc",NA,NA,"3400 BOCK STUDEBAKER RD, LONG BEACH","Long Beach",NA,NA,33.7914393,-118.0996027,FALSE,TRUE,"33.7914393, -118.0996027","white","mild"
"3049","A638646","*hope","cat","black","white","Female",2019-01-17,2020-01-17,"normal","stray","otc",NA,2020-02-26,"3900 BLK WALNUT AVE, LONG BEACH, CA 90807","Long Beach","adoption",NA,33.8291168,-118.1716706,FALSE,TRUE,"33.8291168, -118.1716706","black","normal"
"3050","A734711","*north","cat","white","brown","Female",2023-12-26,2024-12-26,"ill mild","stray","otc",NA,NA,"3400 BOCK STUDEBAKER RD, LONG BEACH","Long Beach",NA,NA,33.7914393,-118.0996027,FALSE,TRUE,"33.7914393, -118.0996027","white","mild"
"3051","A730300","*rachel","cat","white","brown  tabby","Female",2023-10-17,2024-10-17,"ill mild","stray","otc",NA,2024-11-10,"3900 BLOCK FALCON AVE, LONG BEACH CA","Long Beach","community cat","friendly",33.8291869,-118.1730678,FALSE,TRUE,"33.8291869, -118.1730678","white","mild"
"3052","A653459","mila","cat","flame point","cream","Female",2018-01-25,2021-01-25,"normal","confiscate","police",NA,2021-01-27,"3400 E 2ND ST, LONG BEACH, CA 90803","Long Beach","return to owner","walkin",33.7632067,-118.1517881,FALSE,TRUE,"33.7632067, -118.1517881","tan","normal"
"3053","A649614","*dj","cat","black",NA,"Female",2020-06-02,2020-10-02,"normal","stray","field",NA,2020-10-08,"3400 E ANAHEIM ST, LONG BEACH, CA 90804","Long Beach","transfer","spcala",33.7822287,-118.1520167,FALSE,TRUE,"33.7822287, -118.1520167","black","normal"
"3054","A666324","whitey","cat","gray",NA,"Male",2021-05-08,2021-11-06,"normal","stray","field",NA,2021-11-20,"3900 LOCUST AVE, LONG BEACH, CA 90807","Long Beach","euthanasia","ill severe",33.8289945,-118.1915584,TRUE,FALSE,"33.8289945, -118.1915584","grey","normal"
"3055","A620582","*maybe","cat","black","white","Spayed",2018-06-20,2019-01-20,"fractious","stray","field",NA,2019-01-30,"3400 LEMON AVE, LONG BEACH, CA 90807","Long Beach","shelter, neuter, return","straycatal",33.8189193,-118.1785077,FALSE,TRUE,"33.8189193, -118.1785077","black","feral_fractious"
"3056","A612703","*steely dan","cat","lynx point",NA,"Neutered",2013-08-12,2018-08-12,"normal","stray","otc",NA,2018-10-23,"3900 N VIRGINIA RD, LONG BEACH, CA 90807","Long Beach","adoption","pfe/pawshp",33.8294152,-118.1896221,FALSE,TRUE,"33.8294152, -118.1896221","grey","normal"
"3057","A596233","*augustus","cat","gray tabby","white","Male",2017-06-30,2017-08-30,"normal","stray","otc",NA,2017-09-08,"3900 WALNUT AVE, LONG BEACH, CA 90807","Long Beach","rescue","fndanifoun",33.8291168,-118.1716706,FALSE,TRUE,"33.8291168, -118.1716706","grey","normal"
"3058","A656414","*chip","cat","white","tricolor","Neutered",2015-04-18,2021-04-18,"normal","stray","otc",NA,2021-06-06,"3939 E 3RD ST, LONG BEACH, CA 90814","Long Beach","transfer","spcala",33.7682849,-118.146218,FALSE,TRUE,"33.7682849, -118.146218","white","normal"
"3059","A677406","*iron man","cat","orange","white","Male",2022-04-11,2022-06-11,"normal","stray","otc",NA,2022-06-16,"40 BLK E ELLIS ST, LONG BEACH, CA 90805","Long Beach","euthanasia","ill severe",33.8565839,-118.1964057,TRUE,FALSE,"33.8565839, -118.1964057","orange","normal"
"3060","A613634",NA,"cat","black",NA,"Unknown",2015-08-25,2018-08-25,"ill severe","stray","field",NA,2018-08-25,"3400 STANBRIDGE AVE, LONG BEACH, CA 90808","Long Beach","euthanasia","inj severe",33.8188623,-118.1279387,TRUE,FALSE,"33.8188623, -118.1279387","black","severe"
"3061","A655922","*hello","cat","brown","brown  tabby","Neutered",2019-04-06,2021-04-06,"ill mild","stray","otc",NA,2021-04-16,"400 BLK 14TH ST, LONG BEACH, CA 90813","Long Beach","adoption","web",33.7832451,-118.1963874,FALSE,TRUE,"33.78324509999999, -118.1963874","brown","mild"
"3062","A593695","israel","cat","black","white","Unknown",2016-07-16,2017-07-16,"feral","stray","field",NA,2017-07-21,"400 BLK ALMOND AVE, LONG BEACH, CA 90802","Long Beach","return to owner","walkin",33.771713,-118.1747276,FALSE,TRUE,"33.771713, -118.1747276","black","feral_fractious"
"3063","A609279","bindi","cat","black",NA,"Female",2016-06-07,2018-06-07,"normal","owner surrender","otc","move",2018-08-26,"3436 FIDLER AVE, LONG BEACH, CA 90808","Long Beach","transfer","spcala",33.8199583,-118.1318994,FALSE,TRUE,"33.8199583, -118.1318994","black","normal"
"3064","A704124","*taro","cat","lilac point",NA,"Neutered",2023-07-30,2023-09-30,"normal","return","adoption","other pet",2023-09-30,"400 BLK ARBOR STREET LONG BEACH CA 90805","Long Beach","adoption",NA,33.8433771,-118.1889459,FALSE,TRUE,"33.8433771, -118.1889459","grey","normal"
"3065","A673873","*miranda","cat","black","white","Spayed",2016-05-03,2022-05-02,"ill mild","stray","field",NA,2022-12-10,"400 BLK BONITO AVE, LONG BEACH, CA 90802","Long Beach","rescue","straycatal",33.7717186,-118.1796699,FALSE,TRUE,"33.7717186, -118.1796699","black","mild"
"3066","A637554","juju","cat","black","white","Neutered",2012-12-14,2019-12-14,"normal","owner surrender","otc","allergic",2020-03-25,"3500 BLK CALIFORNIA AVE, LONG BEACH, CA 90807","Long Beach","rescue","littlelion",33.8202155,-118.1804284,FALSE,TRUE,"33.8202155, -118.1804284","black","normal"
"3067","A637555","*esmeralda","cat","black",NA,"Spayed",2012-12-14,2019-12-14,"normal","owner surrender","otc","allergic",2020-03-25,"3500 BLK CALIFORNIA AVE, LONG BEACH, CA 90807","Long Beach","rescue","littlelion",33.8202155,-118.1804284,FALSE,TRUE,"33.8202155, -118.1804284","black","normal"
"3068","A621134","squishy","cat","gray tabby","white","Female",2011-02-01,2019-02-01,"normal","owner surrender","otc","allergic",2019-02-17,"400 BLK CHERRY AVE, LONG BEACH, CA 90802","Long Beach","adoption","spcala",33.7717153,-118.1676819,FALSE,TRUE,"33.7717153, -118.1676819","grey","normal"
"3069","A614631","*dubliner","cat","seal point",NA,"Spayed",2016-09-14,2018-09-26,"normal","stray","trap",NA,2018-10-12,"3500 BLK DELTA AVE, LONG BEACH, CA 90810","Long Beach","shelter, neuter, return","straycatal",33.82008,-118.2108722,FALSE,TRUE,"33.82008, -118.2108722","grey","normal"
"3070","A688132",NA,"cat","white","brown","Unknown",2016-11-06,2022-11-06,"ill severe","stray","field",NA,2022-11-06,"3500 BLK DENVER AVE, LONG BEACH, CA 90810","Long Beach","euthanasia","ill severe",33.8202123,-118.211684,TRUE,FALSE,"33.8202123, -118.211684","white","severe"
"3071","A701648","*cinnamon","cat","calico",NA,"Female",2023-05-07,2023-06-25,"ill moderatete","stray","otc",NA,2023-07-23,"400 BLK E 16TH STREET LONG BEACH CA 90813","Long Beach","rescue","littlepaws",33.787135,-118.1880043,FALSE,TRUE,"33.787135, -118.1880043","multi","moderate"
"3072","A685063","*zayn","cat","snowshoe","white","Neutered",2020-09-24,2022-09-24,"ill mild","stray","otc",NA,2022-10-07,"400 BLK E 20TH ST, LONG BEACH, CA 90806","Long Beach","adoption",NA,33.7933241,-118.1880633,FALSE,TRUE,"33.7933241, -118.1880633","multi","mild"
"3073","A553599","*lynol","cat","gray","white","Neutered",2012-08-01,2024-06-16,"ill severe","stray","field",NA,2024-06-17,"400 BLK E 21ST ST, LB 90806","Long Beach","euthanasia","at vet",33.7951993,-118.1880688,TRUE,FALSE,"33.7951993, -118.1880688","grey","severe"
"3074","A638120","bryer","cat","brown  tabby",NA,"Spayed",2017-07-03,2020-01-03,"normal","owner surrender","otc","move",2020-01-10,"3500 BLK GREEN AVE, LOS ALAMITOS, CA 90720","Los Alamitos","adoption","walkin",33.8019044,-118.0718232,FALSE,TRUE,"33.8019044, -118.0718232","other","normal"
"3075","A648191",NA,"cat","brown  tabby",NA,"Female",2016-09-02,2020-09-02,"ill severe","stray","field",NA,2020-09-02,"3500 BLK GUNDRY AVE, LONG BEACH, CA 90807","Long Beach","died","in kennel",33.8204428,-118.1739168,TRUE,FALSE,"33.8204428, -118.1739168","other","severe"
"3076","A664316",NA,"cat","orange tabby",NA,"Male",2016-09-24,2021-09-24,"ill severe","stray","field",NA,2021-09-24,"400 BLK E 3RD ST, LB, CA 90802","Long Beach","euthanasia","ill severe",33.7703277,-118.1874454,TRUE,FALSE,"33.7703277, -118.1874454","orange","severe"
"3077","A673107","*arya","cat","brown  tabby",NA,"Spayed",2010-04-14,2022-04-14,"ill moderatete","stray","otc",NA,2022-04-18,"3500 BLK LAMA AVE, LONG BEACH, CA 90808","Long Beach","euthanasia","ill severe",33.820934,-118.0761226,TRUE,FALSE,"33.820934, -118.0761226","other","moderate"
"3078","A705602","*granny smith","cat","calico",NA,"Female",2023-07-26,2023-08-26,"ill mild","stray","otc",NA,2023-09-02,"400 BLK E 52ND STREET LONG BEACH CA 90805","Long Beach","euthanasia","ill severe",33.8503439,-118.1882355,TRUE,FALSE,"33.8503439, -118.1882355","multi","mild"
"3079","A633571","a633571*jag","cat","gray tabby",NA,"Neutered",2019-06-14,2019-09-14,"normal","stray","otc",NA,2019-09-28,"3500 BLK LIME AVE, LONG BEACH, CA 90807","Long Beach","died","in kennel",33.8200749,-118.183757,TRUE,FALSE,"33.8200749, -118.183757","grey","normal"
"3080","A622428","gertrude","cat","tortie",NA,"Spayed",2017-02-24,2021-07-16,"normal","confiscate","owner died",NA,2021-08-17,"3500 BLK LINDEN AVE, LONG BEACH, CA 90807","Long Beach","adoption","pfe/pawshp",33.8202316,-118.1859069,FALSE,TRUE,"33.8202316, -118.1859069","multi","normal"
"3081","A714399","tabbi","cat","gray tabby",NA,"Neutered",2018-02-10,2024-02-10,"normal","owner surrender","otc","owner prob",2024-06-21,"3500 BLK MONTAIR AVE LONG BEACH CA 90808","Long Beach","rescue","kittybunga",33.8211047,-118.1260059,FALSE,TRUE,"33.8211047, -118.1260059","grey","normal"
"3082","A669338","*palo","cat","black",NA,"Male",2021-10-13,2022-01-13,"ill severe","stray","field",NA,2022-01-14,"3500 BLK PALO VERDE AVE, LONG BEACH, CA 90815","Long Beach","euthanasia","at vet",33.8199413,-118.107625,TRUE,FALSE,"33.8199413, -118.107625","black","severe"
"3083","A635602","a635602*cal","cat","black",NA,"Spayed",2017-11-02,2019-11-02,"normal","stray","otc",NA,2019-11-05,"400 BLK E 60TH ST, LONG BEACH, CA 90805","Long Beach","shelter, neuter, return","straycatal",33.8632207,-118.1882952,FALSE,TRUE,"33.8632207, -118.1882952","black","normal"
"3084","A584188","*soyrizo","cat","gray","white","Spayed",2013-01-06,2017-01-06,"normal","stray","otc",NA,2017-01-26,"3500 BLK ROSE AVE, LONG BEACH, CA 90807","Los Alamitos","shelter, neuter, return","straycatal",33.8204911,-118.1695697,FALSE,TRUE,"33.8204911, -118.1695697","grey","normal"
"3085","A597972","*felicia","cat","gray",NA,"Spayed",2013-09-29,2017-11-08,"normal","stray","field",NA,2017-11-08,"400 BLK E 60TH ST, LONG BEACH, CA 90805","Long Beach","return to rescue","straycatal",33.8632207,-118.1882952,FALSE,TRUE,"33.8632207, -118.1882952","grey","normal"
"3086","A649717",NA,"cat","black","white","Male",2020-09-07,2020-10-05,"ill mild","stray","otc",NA,2020-10-05,"3500 BLK RUTGERS AVE, LONG BEACH, CA 90808","Long Beach","died","at vet",33.8222755,-118.1292314,TRUE,FALSE,"33.8222755, -118.1292314","black","mild"
"3087","A650042","punkin","cat","orange tabby",NA,"Neutered",2010-09-01,2020-10-12,"fractious","stray","field",NA,2020-10-21,"3500 BLK SANTA FE AVE, LB 90810","Long Beach","adoption","web",33.8199565,-118.2152499,FALSE,TRUE,"33.8199565, -118.2152499","orange","feral_fractious"
"3088","A649349",NA,"cat","brown  tabby","white","Male",2010-09-25,2020-09-25,"ill moderatete","stray","field",NA,2020-09-26,"3500 BLK SANTA FE AVE, LONG BEACH, CA 90810","Long Beach","euthanasia","ill severe",33.8199565,-118.2152499,TRUE,FALSE,"33.8199565, -118.2152499","other","moderate"
"3089","A644459","*violet","cat","tortie",NA,"Spayed",2020-04-26,2020-06-26,"normal","stray","otc",NA,2020-07-24,"400 BLK E ARBOR ST, LONG BEACH, CA 90805","Long Beach","adoption","web",33.8433771,-118.1889459,FALSE,TRUE,"33.8433771, -118.1889459","multi","normal"
"3090","A656039",NA,"cat","orange tabby",NA,"Unknown",NA,2021-04-08,"ill severe","stray","field",NA,2021-04-08,"400 BLK E ELLIS AVE, LONG BEACH, CA 90805","Long Beach","died","enroute",33.8565553,-118.1882695,TRUE,FALSE,"33.8565553, -118.1882695","orange","severe"
"3091","A699902","luca","cat","black",NA,"Neutered",2023-01-16,2023-07-24,"ill moderatete","return","adoption","ill",2023-09-09,"3500 BLK STEVELY AVE, LONG BEACH, CA","Long Beach","adoption","web",33.8208313,-118.0927368,FALSE,TRUE,"33.8208313, -118.0927368","black","moderate"
"3092","A619810",NA,"cat","calico dilute",NA,"Unknown",2018-12-04,2019-01-04,"ill severe","stray","otc",NA,2019-01-05,"400 BLK E ELLIS ST, LONG BEACH, CA 90805","Long Beach","rescue","littlelion",33.8565553,-118.1882695,FALSE,TRUE,"33.8565553, -118.1882695","multi","severe"
"3093","A655966","leo (zoli)","cat","orange",NA,"Neutered",2017-04-11,2021-04-07,"normal","owner surrender","otc","owner died",2021-08-06,"3500 BLK THOR AVE, LOS ALAMITOS, CA 90720","Los Alamitos","adoption","web",33.7964087,-118.0712611,FALSE,TRUE,"33.7964087, -118.0712611","orange","normal"
"3094","A706304","*tony tony","cat","gray",NA,"Neutered",2023-08-06,2023-10-15,"normal","return","adoption",NA,2023-10-23,"3500 BLK W 111TH PLACE INGLEWOOD CA 90303","Out Of Area","rescue","littlelion",33.9337409,-118.3333544,FALSE,TRUE,"33.9337409, -118.3333544","grey","normal"
"3095","A683255","*rory","cat","cream",NA,"Male",2013-09-07,2022-09-07,"ill mild","stray","otc",NA,2022-09-13,"400 BLK E ESTHER ST, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7887545,-118.1879461,TRUE,FALSE,"33.7887545, -118.1879461","tan","mild"
"3096","A636936","stripes","cat","calico tabby",NA,"Spayed",2019-10-01,2019-12-01,"normal","stray","otc",NA,2019-12-18,"400 BLK E FREELAND ST, LONG BEACH, CA 90807","District8","adoption","promotion",33.8373528,-118.1883574,FALSE,TRUE,"33.8373528, -118.1883574","multi","normal"
"3097","A636935","*beauty","cat","calico dilute",NA,"Spayed",2019-10-01,2019-12-01,"normal","stray","otc",NA,2019-12-26,"400 BLK E FREELAND ST, LONG BEACH, CA 90807","District8","adoption","spec evt",33.8373528,-118.1883574,FALSE,TRUE,"33.8373528, -118.1883574","multi","normal"
